Album,Rating,Genres,TrackName,Artist,Released,Price,Time,Label
Evacuate the Dancefloor,4.39731,"Dance,Music,Rock,Pop,Britpop",Evacuate the Dancefloor (Chriss Ortega Bigroom Edit),Cascada,"Jul 14, 2009",$1.29,3:43,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor,4.39731,"Dance,Music,Rock,Pop,Britpop",Evacuate the Dancefloor (Extended Mix),Cascada,"Jul 14, 2009",$1.29,5:29,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor,4.39731,"Dance,Music,Rock,Pop,Britpop",Evacuate the Dancefloor (Wideboys Remix),Cascada,"Jul 14, 2009",$1.29,6:08,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor,4.39731,"Dance,Music,Rock,Pop,Britpop",Evacuate the Dancefloor (Cahill Remix),Cascada,"Jul 14, 2009",$1.29,6:50,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor,4.39731,"Dance,Music,Rock,Pop,Britpop",Evacuate the Dancefloor (Chris Ortega Bigroom Remix),Cascada,"Jul 14, 2009",$1.29,6:33,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor,4.39731,"Dance,Music,Rock,Pop,Britpop",Evacuate the Dancefloor (Frisco Remix),Cascada,"Jul 14, 2009",$1.29,5:02,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor,4.39731,"Dance,Music,Rock,Pop,Britpop",Evacuate the Dancefloor (Wideboys Dub),Cascada,"Jul 14, 2009",$1.29,6:20,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor,4.57493,"Dance,Music,Rock,Pop,Britpop",Hold On,Cascada,"Aug 18, 2009",$1.29,2:58,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor,4.57493,"Dance,Music,Rock,Pop,Britpop",Everytime I Hear Your Name,Cascada,"Aug 18, 2009",$1.29,3:14,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor,4.57493,"Dance,Music,Rock,Pop,Britpop",Ready or Not,Cascada,"Aug 18, 2009",$1.29,3:02,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor,4.57493,"Dance,Music,Rock,Pop,Britpop",Fever,Cascada,"Aug 18, 2009",$1.29,3:21,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor,4.57493,"Dance,Music,Rock,Pop,Britpop",Hold Your Hands Up,Cascada,"Aug 18, 2009",$1.29,3:47,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor,4.57493,"Dance,Music,Rock,Pop,Britpop",Breathless,Cascada,"Aug 18, 2009",$1.29,3:11,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor,4.57493,"Dance,Music,Rock,Pop,Britpop",Dangerous,Cascada,"Aug 18, 2009",$1.29,3:00,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor,4.57493,"Dance,Music,Rock,Pop,Britpop",Why You Had to Leave,Cascada,"Aug 18, 2009",$1.29,3:38,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor,4.57493,"Dance,Music,Rock,Pop,Britpop",What About Me,Cascada,"Aug 18, 2009",$1.29,3:13,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor,4.57493,"Dance,Music,Rock,Pop,Britpop",Draw the Line (Yanou's Candlelight Mix),Cascada,"Aug 18, 2009",$1.29,3:55,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor - The International Mixes (And More),4.25372,"Dance,Music,Pop,Britpop,Rock",Evacuate the Dancefloor (Rob Mayth Edit),Cascada,"Sep 15, 2009",$1.29,3:33,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor - The International Mixes (And More),4.25372,"Dance,Music,Pop,Britpop,Rock",Evacuate the Dancefloor (Ultrabeat Edit),Cascada,"Sep 15, 2009",$1.29,3:06,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor - The International Mixes (And More),4.25372,"Dance,Music,Pop,Britpop,Rock",Evacuate the Dancefloor (PH Elektro Edit),Cascada,"Sep 15, 2009",$1.29,3:39,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor - The International Mixes (And More),4.25372,"Dance,Music,Pop,Britpop,Rock",Evacuate the Dancefloor (Rob Mayth Mix),Cascada,"Sep 15, 2009",$1.29,5:29,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor - The International Mixes (And More),4.25372,"Dance,Music,Pop,Britpop,Rock",Evacuate the Dancefloor (Ultrabeat Mix),Cascada,"Sep 15, 2009",$1.29,4:54,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor - The International Mixes (And More),4.25372,"Dance,Music,Pop,Britpop,Rock",Evacuate the Dancefloor (PH Elektro Mix),Cascada,"Sep 15, 2009",$1.29,5:06,℗ 2009 Robbins Entertainment LLC
Tennessee Moon,,"Pop,Music,Rock,Soft Rock,Pop/Rock,Country,Adult Contemporary",No Limit,Neil Diamond,"Feb 01, 1996",$1.29,3:08,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
Tennessee Moon,,"Pop,Music,Rock,Soft Rock,Pop/Rock,Country,Adult Contemporary",Reminisce For a While,Neil Diamond,"Feb 01, 1996",$1.29,4:28,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
Tennessee Moon,,"Pop,Music,Rock,Soft Rock,Pop/Rock,Country,Adult Contemporary",Kentucky Woman,Neil Diamond,"Feb 01, 1996",$1.29,2:49,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
Tennessee Moon,,"Pop,Music,Rock,Soft Rock,Pop/Rock,Country,Adult Contemporary",If I Lost My Way,Neil Diamond,"Feb 01, 1996",$1.29,3:23,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
Tennessee Moon,,"Pop,Music,Rock,Soft Rock,Pop/Rock,Country,Adult Contemporary",Everybody,Neil Diamond,"Feb 01, 1996",$1.29,3:46,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
Tennessee Moon,,"Pop,Music,Rock,Soft Rock,Pop/Rock,Country,Adult Contemporary",Talking Optimist Blues (Good Day Today),Neil Diamond,"Feb 01, 1996",$1.29,2:54,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
Tennessee Moon,,"Pop,Music,Rock,Soft Rock,Pop/Rock,Country,Adult Contemporary",Open Wide These Prison Doors,Neil Diamond,"Feb 01, 1996",$1.29,4:31,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
Tennessee Moon,,"Pop,Music,Rock,Soft Rock,Pop/Rock,Country,Adult Contemporary",Blue Highway (feat. Chet Atkins),Neil Diamond,"Feb 01, 1996",$1.29,3:57,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
Velvet Gloves and Spit,,"Pop,Music,Pop/Rock,Soft Rock",Two-Bit Manchild,Neil Diamond,"Oct 15, 1968",$1.29,3:07,℗ 1968 Geffen Records
Velvet Gloves and Spit,,"Pop,Music,Pop/Rock,Soft Rock",Modern Day Version of Love,Neil Diamond,"Oct 15, 1968",$1.29,2:53,℗ 1968 Geffen Records
Velvet Gloves and Spit,,"Pop,Music,Pop/Rock,Soft Rock",Honey-Drippin' Times,Neil Diamond,"Oct 15, 1968",$1.29,2:03,℗ 1968 Geffen Records
Velvet Gloves and Spit,,"Pop,Music,Pop/Rock,Soft Rock",The Pot Smoker's Song,Neil Diamond,"Oct 15, 1968",$1.29,4:04,℗ 1968 Geffen Records
Velvet Gloves and Spit,,"Pop,Music,Pop/Rock,Soft Rock",Brooklyn Roads,Neil Diamond,"Oct 15, 1968",$1.29,3:40,℗ 1968 Geffen Records
Velvet Gloves and Spit,,"Pop,Music,Pop/Rock,Soft Rock",Shilo,Neil Diamond,"Oct 15, 1968",$1.29,2:58,℗ 1968 Geffen Records
Velvet Gloves and Spit,,"Pop,Music,Pop/Rock,Soft Rock",Sunday Sun,Neil Diamond,"Oct 15, 1968",$1.29,2:48,℗ 1968 Geffen Records
Velvet Gloves and Spit,,"Pop,Music,Pop/Rock,Soft Rock",Holiday Inn Blues,Neil Diamond,"Oct 15, 1968",$1.29,3:18,℗ 1968 Geffen Records
Velvet Gloves and Spit,,"Pop,Music,Pop/Rock,Soft Rock",Practically Newborn,Neil Diamond,"Oct 15, 1968",$1.29,3:30,℗ 1968 Geffen Records
Velvet Gloves and Spit,,"Pop,Music,Pop/Rock,Soft Rock",Knackelflerg,Neil Diamond,"Oct 15, 1968",$1.29,2:25,℗ 1968 Geffen Records
Velvet Gloves and Spit,,"Pop,Music,Pop/Rock,Soft Rock",Merry-Go-Round,Neil Diamond,"Oct 15, 1968",$1.29,3:32,℗ 1968 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Prologue (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,3:07,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Crunchy Granola Suite (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,4:26,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Done Too Soon (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,3:21,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Dialogue (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,1:23,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Solitary Man (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,3:14,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Cherry Cherry (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,4:42,℗ 2014 Geffen Records
Evacuate the Dancefloor - The International Mixes (And More),4.25372,"Dance,Music,Pop,Britpop,Rock",Evacuate the Dancefloor (Lockout's Mirrorball Mix),Cascada,"Sep 15, 2009",$1.29,5:24,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor - The International Mixes (And More),4.25372,"Dance,Music,Pop,Britpop,Rock",Evacuate the Dancefloor (Unplugged Live!),Cascada,"Sep 15, 2009",$1.29,2:46,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor - The International Mixes (And More),4.25372,"Dance,Music,Pop,Britpop,Rock",Evacuate the Dancefloor (Buena Vista Edit),Cascada,"Sep 15, 2009",$1.29,2:44,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor - The International Mixes (And More),4.25372,"Dance,Music,Pop,Britpop,Rock",Faded (Wideboys Miami House Mix),Cascada,"Sep 15, 2009",$1.29,6:02,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor - The International Mixes (And More),4.25372,"Dance,Music,Pop,Britpop,Rock",Just Like a Pill,Cascada,"Sep 15, 2009",$1.29,3:23,℗ 2009 Robbins Entertainment LLC
Evacuate the Dancefloor - The International Mixes (And More),4.25372,"Dance,Music,Pop,Britpop,Rock",Sk8ter Boi,Cascada,"Sep 15, 2009",$1.29,3:20,℗ 2009 Robbins Entertainment LLC
The Complete Robbins Singles (2009),5.0,"Dance,Music",Evacuate the Dancefloor,Cascada,"Dec 15, 2009",$1.29,3:31,℗ 2009 Robbins Entertainment LLC
The Complete Robbins Singles (2009),5.0,"Dance,Music",Perfect Day,Cascada,"Dec 15, 2009",$1.29,3:45,℗ 2009 Robbins Entertainment LLC
Fever,4.60869,"Dance,Music,Rock",Fever (Radio Edit),Cascada,"Jan 26, 2010",$1.29,3:20,℗ 2010 Robbins Entertainment LLC
Fever,4.60869,"Dance,Music,Rock",Fever,Cascada,"Jan 26, 2010",$1.29,3:21,℗ 2010 Robbins Entertainment LLC
Fever,4.60869,"Dance,Music,Rock",Fever (Wideboys Radio Edit),Cascada,"Jan 26, 2010",$1.29,3:36,℗ 2010 Robbins Entertainment LLC
Fever,4.60869,"Dance,Music,Rock",Fever (Zac McCrack Bootleg Radio Edit),Cascada,"Jan 26, 2010",$1.29,3:26,℗ 2010 Robbins Entertainment LLC
Fever,4.60869,"Dance,Music,Rock",Fever (Ryan Thistlebeck Radio Edit),Cascada,"Jan 26, 2010",$1.29,3:16,℗ 2010 Robbins Entertainment LLC
Fever,4.60869,"Dance,Music,Rock",Fever (Pasha Deluxe Radio Edit),Cascada,"Jan 26, 2010",$1.29,3:36,℗ 2010 Robbins Entertainment LLC
Fever,4.60869,"Dance,Music,Rock",Fever (Extended),Cascada,"Jan 26, 2010",$1.29,5:02,℗ 2010 Robbins Entertainment LLC
Fever,4.60869,"Dance,Music,Rock",Fever (Wideboys Mix),Cascada,"Jan 26, 2010",$1.29,7:02,℗ 2010 Robbins Entertainment LLC
Fever,4.60869,"Dance,Music,Rock",Fever (Zac McCrack Bootleg Mix),Cascada,"Jan 26, 2010",$1.29,5:24,℗ 2010 Robbins Entertainment LLC
Fever,4.60869,"Dance,Music,Rock",Fever (Ryan Thistlebeck Mix),Cascada,"Jan 26, 2010",$1.29,6:12,℗ 2010 Robbins Entertainment LLC
Fever,4.60869,"Dance,Music,Rock",Fever (Pasha Deluxe Mix),Cascada,"Jan 26, 2010",$1.29,6:30,℗ 2010 Robbins Entertainment LLC
Fever,4.60869,"Dance,Music,Rock",Fever (Ian Carey Mix),Cascada,"Jan 26, 2010",$1.29,6:54,℗ 2010 Robbins Entertainment LLC
Fever,4.60869,"Dance,Music,Rock",Fever (D.O.N.S. Mix),Cascada,"Jan 26, 2010",$1.29,7:21,℗ 2010 Robbins Entertainment LLC
Fever,4.60869,"Dance,Music,Rock",Fever (Mowgli & Bagheera Mix),Cascada,"Jan 26, 2010",$1.29,5:05,℗ 2010 Robbins Entertainment LLC
Fever,4.60869,"Dance,Music,Rock",Fever (Hypasonic Mix),Cascada,"Jan 26, 2010",$1.29,5:43,℗ 2010 Robbins Entertainment LLC
Ultra Dance 11,3.09699,"Dance,Music,Pop",Evacuate the Dancefloor (Extended Mix),Cascada,"Jan 26, 2010",,4:39,"℗ 2010 Ultra Records, Inc."
Dance Party 2011 (Mixed by The Happy Boys),3.75472,"Dance,Music,Electronic,R&B/Soul",Pyromania,Cascada,"Nov 09, 2010",$1.29,3:50,℗ 2010 Robbins Entertainment LLC
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Sweet Caroline (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,4:06,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Porcupine Pie (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,1:51,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","You're So Sweet (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,2:18,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Red Red Wine (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,4:19,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Soggy Pretzels (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,2:57,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Gitchy Goomy (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,3:48,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","And the Grass Won't Pay No Mind (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,4:23,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","I Think It's Going To Rain Today (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,4:12,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Shilo (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,3:29,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Modern Day Version of Love (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,3:31,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Girl You'll Be a Woman Soon (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,2:48,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Walk On Water (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,3:06,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Kentucky Woman (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,1:51,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Stones (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,3:43,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Musician Intros (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,7:25,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Play Me (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,4:46,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Canta Libre (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,5:27,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Morningside (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,5:35,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Song Sung Blue (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,4:53,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Cracklin' Rosie (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,2:45,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Holly Holy (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,6:18,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","I Am...I Said (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,6:09,℗ 2014 Geffen Records
Hot August Night (Recorded Live In Concert / Deluxe Edition),,"Pop,Music","Soolaimon / Brother Love's Travelling Salvation Show (Live At The Greek Theatre, Los Angeles/1972)",Neil Diamond,"Jan 01, 2012",$1.29,9:36,℗ 2014 Geffen Records
Home Before Dark,,"Pop,Music,Soft Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Contemporary",If I Don't See You Again,Neil Diamond,"May 05, 2008",$1.29,7:12,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
Home Before Dark,,"Pop,Music,Soft Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Contemporary",Pretty Amazing Grace,Neil Diamond,"May 05, 2008",$1.29,4:53,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
Total Dance 2008,,"Dance,Music",Truly Madly Deeply (Thomas Gold Remix),Cascada,"Mar 02, 2010",,4:46,"℗ 2008 Thrive Records, LLC."
Au Revoir,4.63636,"Dance,Music,Electronic,Rock",Au Revoir (Radio Edit),Cascada,"Nov 15, 2011",$0.99,3:08,"℗ 2011 Zoo Digital, a division of zooland Music GmbH"
Au Revoir,4.63636,"Dance,Music,Electronic,Rock",Au Revoir (DJ Gollum Radio Edit),Cascada,"Nov 15, 2011",$0.99,3:28,"℗ 2011 Zoo Digital, a division of zooland Music GmbH"
Au Revoir,4.63636,"Dance,Music,Electronic,Rock",Au Revoir (Mondo Radio Edit),Cascada,"Nov 15, 2011",$0.99,3:26,"℗ 2011 Zoo Digital, a division of zooland Music GmbH"
Au Revoir,4.63636,"Dance,Music,Electronic,Rock",Au Revoir (DJ Gollum Remix),Cascada,"Nov 15, 2011",$0.99,4:56,"℗ 2011 Zoo Digital, a division of zooland Music GmbH"
Au Revoir,4.63636,"Dance,Music,Electronic,Rock",Au Revoir (Mondo Remix),Cascada,"Nov 15, 2011",$0.99,5:31,"℗ 2011 Zoo Digital, a division of zooland Music GmbH"
Au Revoir,4.63636,"Dance,Music,Electronic,Rock",Au Revoir (Jorg Schmid Remix),Cascada,"Nov 15, 2011",$0.99,4:40,"℗ 2011 Zoo Digital, a division of zooland Music GmbH"
Au Revoir,4.63636,"Dance,Music,Electronic,Rock",Au Revoir (Christian Davies Remix),Cascada,"Nov 15, 2011",$0.99,5:22,"℗ 2011 Zoo Digital, a division of zooland Music GmbH"
Night Nurse,4.76,"Dance,Music,Electronic",Night Nurse (Video Edit),Cascada,"Dec 16, 2011",$0.99,3:22,"℗ 2011 Zoo Digital, a division of zooland Music GmbH"
Night Nurse,4.76,"Dance,Music,Electronic",Night Nurse (Ryan Thistlebeck vs. Dan Winter Radio Edit),Cascada,"Dec 16, 2011",$0.99,3:55,"℗ 2011 Zoo Digital, a division of zooland Music GmbH"
Night Nurse,4.76,"Dance,Music,Electronic",Night Nurse (DJs From Mars Radio Edit),Cascada,"Dec 16, 2011",$0.99,3:29,"℗ 2011 Zoo Digital, a division of zooland Music GmbH"
Night Nurse,4.76,"Dance,Music,Electronic",Night Nurse (Ryan Thistlebeck vs. Dan Winter Remix),Cascada,"Dec 16, 2011",$0.99,5:56,"℗ 2011 Zoo Digital, a division of zooland Music GmbH"
Night Nurse,4.76,"Dance,Music,Electronic",Night Nurse (DJs From Mars Remix),Cascada,"Dec 16, 2011",$0.99,6:13,"℗ 2011 Zoo Digital, a division of zooland Music GmbH"
Night Nurse,4.76,"Dance,Music,Electronic",Night Nurse (Christian Davies Remix),Cascada,"Dec 16, 2011",$0.99,5:33,"℗ 2011 Zoo Digital, a division of zooland Music GmbH"
Night Nurse,4.76,"Dance,Music,Electronic",Night Nurse (Technikore Remix),Cascada,"Dec 16, 2011",$0.99,5:38,"℗ 2011 Zoo Digital, a division of zooland Music GmbH"
Night Nurse,4.76,"Dance,Music,Electronic",Night Nurse (Lockout's First Aid Remix),Cascada,"Dec 16, 2011",$0.99,5:23,"℗ 2011 Zoo Digital, a division of zooland Music GmbH"
Original Me - Single,4.09091,"Dance,Music,Electronic,Rock",Original Me (Radio Edit),Cascada,"Dec 16, 2011",$0.99,3:09,"℗ 2011 Zoo Digital, a division of zooland Music GmbH"
Sinner On The Dancefloor - Single,4.25,"Dance,Music,Electronic,Rock",Sinner On The Dancefloor (Radio Edit),Cascada,"Dec 16, 2011",$0.99,2:55,"℗ 2011 Zoo Digital, a division of zooland Music GmbH"
Stalker - Single,4.81818,"Dance,Music,Electronic",Stalker (Radio Edit),Cascada,"Dec 16, 2011",$0.99,3:31,"℗ 2011 Zoo Digital, a division of zooland Music GmbH"
Independence Day (Radio Edit) [feat. Carlprit] - Single,4.8,"Dance,Music,Electronic",Independence Day (Radio Edit) [feat. Carlprit],Cascada,"Dec 16, 2011",$0.99,3:50,"℗ 2011 Zoo Digital, a division of zooland Music GmbH"
Unspoken (Radio Edit) [feat. Carlprit] - Single,4.625,"Dance,Music,Electronic",Unspoken (Radio Edit) [feat. Carlprit],Cascada,"Dec 16, 2011",$0.99,3:26,"℗ 2011 Zoo Digital, a division of zooland Music GmbH"
Enemy - Single,4.73332,"Dance,Music,Electronic",Enemy (Radio Edit),Cascada,"Dec 16, 2011",$0.99,3:29,"℗ 2011 Zoo Digital, a division of zooland Music GmbH"
Hungover - Single,4.66667,"Dance,Music,Electronic",Hungover (Radio Edit),Cascada,"Dec 16, 2011",$0.99,3:46,"℗ 2011 Zoo Digital, a division of zooland Music GmbH"
Summer of Love (Remixes) - EP,4.76712,"Dance,Music,Electronic",Summer of Love (Video Edit),Cascada,"Mar 30, 2012",$0.99,3:35,"℗ 2012 Zoo Digital, a division of zooland Music GmbH"
Summer of Love (Remixes) - EP,4.76712,"Dance,Music,Electronic",Summer of Love (Michael Mind Project Radio Edit),Cascada,"Mar 30, 2012",$0.99,3:24,"℗ 2012 Zoo Digital, a division of zooland Music GmbH"
Home Before Dark,,"Pop,Music,Soft Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Contemporary",Don't Go There,Neil Diamond,"May 05, 2008",$1.29,6:03,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
Home Before Dark,,"Pop,Music,Soft Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Contemporary",Another Day (That Time Forgot),Neil Diamond & Natalie Maines,"May 05, 2008",$1.29,6:12,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
Home Before Dark,,"Pop,Music,Soft Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Contemporary",One More Bite of the Apple,Neil Diamond,"May 05, 2008",$1.29,6:39,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
Home Before Dark,,"Pop,Music,Soft Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Contemporary",Forgotten,Neil Diamond,"May 05, 2008",$1.29,4:22,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
Home Before Dark,,"Pop,Music,Soft Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Contemporary",Act Like a Man,Neil Diamond,"May 05, 2008",$1.29,4:04,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
Home Before Dark,,"Pop,Music,Soft Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Contemporary",Whose Hands Are These,Neil Diamond,"May 05, 2008",$1.29,3:11,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
Home Before Dark,,"Pop,Music,Soft Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Contemporary",No Words,Neil Diamond,"May 05, 2008",$1.29,4:48,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
Home Before Dark,,"Pop,Music,Soft Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Contemporary",The Power of Two,Neil Diamond,"May 05, 2008",$1.29,4:35,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
Home Before Dark,,"Pop,Music,Soft Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Contemporary",Slow It Down,Neil Diamond,"May 05, 2008",$1.29,4:55,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
Home Before Dark,,"Pop,Music,Soft Rock,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Contemporary",Home Before Dark,Neil Diamond,"May 05, 2008",$1.29,6:00,"℗ 2014 Neil Diamond under exclusive license to Capitol Records, LLC"
Stones,,"Pop,Music",If You Go Away,Neil Diamond,"Nov 01, 1971",$1.29,3:50,℗ 2014 Geffen Records
